layer,uniprot,n_actives,n_decoys,ef1,ef5,bedroc,auroc,pr_auc
L4,Q9H093,11,550,51.0000,15.8276,0.8931,0.9055,0.8089
L4,Q9H0K1,109,5450,51.0000,19.2626,0.9807,0.9809,0.9600
L4,Q9H299,15,750,51.0000,19.6154,0.9974,1.0000,1.0000
L4,Q9H300,16,800,51.0000,19.9024,0.9907,0.9998,0.9883
L4,Q9H7M9,24,1200,51.0000,18.9194,0.9813,0.9963,0.9659
L4,Q9H7Z6,38,1900,51.0000,19.9794,0.9975,0.9999,0.9965
L4,Q9HB14,15,750,51.0000,19.6154,0.9988,1.0000,1.0000
L4,Q9HBX9,45,2250,51.0000,19.9565,0.9989,1.0000,1.0000
L4,Q9HC35,15,750,51.0000,18.3077,0.9654,0.9972,0.9472
L4,Q9HC84,185,9250,51.0000,19.9894,0.9885,1.0000,1.0000
L4,Q9HCE5,193,9650,51.0000,19.8621,0.9973,0.9959,0.9942
L4,Q9IWW8,18,900,51.0000,19.9565,0.9994,1.0000,1.0000
L4,Q9NPF7,50,2500,51.0000,19.9219,0.9995,1.0000,1.0000
L4,Q9NPH5,96,4800,51.0000,19.9837,0.9998,1.0000,1.0000
L4,Q9NR19,142,7100,51.0000,19.9504,0.9999,1.0000,0.9999
L4,Q9NR96,38,1900,51.0000,19.9794,0.9998,1.0000,1.0000
L4,Q9NSD7,15,750,51.0000,19.6154,0.9941,1.0000,1.0000
L4,Q9NSU2,116,5800,51.0000,19.9865,0.9996,1.0000,1.0000
L4,Q9NVM4,10,500,51.0000,19.6154,0.9983,1.0000,1.0000
L4,Q9NY59,20,1000,51.0000,19.0000,0.9782,0.9968,0.9618
L4,Q9UBE0,339,16950,51.0000,19.9873,0.9302,1.0000,0.9995
L4,Q9UBM7,299,14950,51.0000,19.8519,0.9538,0.9957,0.9932
L4,Q9UGI9,13,650,51.0000,19.5000,0.9991,1.0000,1.0000
L4,Q9UHH9,91,4550,49.9149,19.9185,0.9827,0.9998,0.9612
L4,Q9UJ71,73,3650,49.6579,19.9091,0.9900,0.9998,0.9861
L4,Q9UKP4,289,14450,51.0000,19.9986,1.0000,1.0000,1.0000
L4,Q9UKX2,46,2300,51.0000,19.8814,0.9979,0.9999,0.9971
L4,Q9ULC5,179,8950,51.0000,19.9759,0.9999,1.0000,1.0000
L4,Q9ULV8,569,28450,51.0000,19.9993,0.9842,0.9999,0.9956
L4,Q9WHN8,201,10050,51.0000,19.9825,0.9993,1.0000,1.0000
L4,Q9Y239,58,2900,51.0000,18.6081,0.9687,0.9841,0.9361
L4,Q9Y2I1,10,500,51.0000,17.6538,0.9539,0.9964,0.9357
L4,Q9Y2I7,394,19700,51.0000,19.9433,0.9987,0.9995,0.9973
L4,Q9Y4K0,47,2350,51.0000,19.5500,0.9909,0.9796,0.9792
L4,Q9Y5X5,17,850,51.0000,19.7045,0.9991,1.0000,1.0000
L4,Q9Y618,16,800,51.0000,19.9024,0.9404,0.9980,0.9231
