target,layer,n_molecules,n_actives,metric,pocket,sequence,diff
Q96S37,L1,1223,24,EF1%,15.6795,15.6795,+0.0000
Q96S37,L1,1223,24,EF5%,9.0410,11.5067,+2.4657
Q96S37,L1,1223,24,AUROC,0.8855,0.9184,+0.0329
Q99640,L1,2291,45,EF1%,46.4841,50.9111,+4.4271
Q99640,L1,2291,45,EF5%,17.2655,17.2655,+0.0000
Q99640,L1,2291,45,AUROC,0.9775,0.9721,-0.0054
Q99683,L1,815,16,EF1%,11.3194,50.9375,+39.6181
Q99683,L1,815,16,EF5%,2.4848,16.1509,+13.6662
Q99683,L1,815,16,AUROC,0.8324,0.9291,+0.0967
Q99685,L1,560,11,EF1%,33.9394,33.9394,+0.0000
Q99685,L1,560,11,EF5%,10.9091,12.7273,+1.8182
Q99685,L1,560,11,AUROC,0.9048,0.8870,-0.0178
Q99720,L1,3208,63,EF1%,46.2915,40.1193,-6.1722
Q99720,L1,3208,63,EF5%,12.9674,12.6511,-0.3163
Q99720,L1,3208,63,AUROC,0.7086,0.7894,+0.0808
Q99873,L1,1730,34,EF1%,16.9608,39.5752,+22.6144
Q99873,L1,1730,34,EF5%,18.1305,19.3002,+1.1697
Q99873,L1,1730,34,AUROC,0.9832,0.9954,+0.0123
Q9BUB5,L1,662,13,EF1%,43.6484,50.9231,+7.2747
Q9BUB5,L1,662,13,EF5%,11.9819,16.4751,+4.4932
Q9BUB5,L1,662,13,AUROC,0.8691,0.9547,+0.0856
Q9BV86,L1,714,14,EF1%,51.0000,51.0000,+0.0000
Q9BV86,L1,714,14,EF5%,18.4167,18.4167,+0.0000
Q9BV86,L1,714,14,AUROC,0.9967,0.9970,+0.0003
Q9BY41,L1,5301,104,EF1%,49.0833,40.5881,-8.4952
Q9BY41,L1,5301,104,EF5%,18.3956,17.0543,-1.3413
Q9BY41,L1,5301,104,AUROC,0.9760,0.9686,-0.0074
Q9C0B1,L1,4130,81,EF1%,26.7078,50.9877,+24.2798
Q9C0B1,L1,4130,81,EF5%,18.2275,19.4591,+1.2316
Q9C0B1,L1,4130,81,AUROC,0.9858,0.9956,+0.0097
Q9GZQ8,L1,916,18,EF1%,0.0000,0.0000,+0.0000
Q9GZQ8,L1,916,18,EF5%,0.0000,0.0000,+0.0000
Q9GZQ8,L1,916,18,AUROC,0.1140,0.7859,+0.6718
Q9H2K2,L1,1734,34,EF1%,51.0000,51.0000,+0.0000
Q9H2K2,L1,1734,34,EF5%,19.9310,19.9310,+0.0000
Q9H2K2,L1,1734,34,AUROC,0.9994,0.9997,+0.0003
Q9H999,L1,1428,28,EF1%,51.0000,51.0000,+0.0000
Q9H999,L1,1428,28,EF5%,19.1250,19.8333,+0.7083
Q9H999,L1,1428,28,AUROC,0.9970,0.9993,+0.0023
Q9H9B1,L1,916,18,EF1%,50.8889,50.8889,+0.0000
Q9H9B1,L1,916,18,EF5%,19.9130,19.9130,+0.0000
Q9H9B1,L1,916,18,AUROC,1.0000,1.0000,+0.0000
Q9HBH9,L1,612,12,EF1%,51.0000,51.0000,+0.0000
Q9HBH9,L1,612,12,EF5%,13.1613,14.8065,+1.6452
Q9HBH9,L1,612,12,AUROC,0.8144,0.9707,+0.1563
Q9NQS5,L1,663,13,EF1%,51.0000,51.0000,+0.0000
Q9NQS5,L1,663,13,EF5%,19.5000,19.5000,+0.0000
Q9NQS5,L1,663,13,AUROC,0.9992,0.9989,-0.0002
Q9NWZ3,L1,4633,91,EF1%,37.9133,40.0797,+2.1665
Q9NWZ3,L1,4633,91,EF5%,13.6058,15.3614,+1.7556
Q9NWZ3,L1,4633,91,AUROC,0.9136,0.9671,+0.0535
Q9NXA8,L1,662,13,EF1%,0.0000,43.6484,+43.6484
Q9NXA8,L1,662,13,EF5%,8.9864,19.4706,+10.4842
Q9NXA8,L1,662,13,AUROC,0.9335,0.9988,+0.0653
Q9NYV4,L1,714,14,EF1%,44.6250,44.6250,+0.0000
Q9NYV4,L1,714,14,EF5%,17.0000,18.4167,+1.4167
Q9NYV4,L1,714,14,AUROC,0.9497,0.9606,+0.0109
Q9NZQ7,L1,4333,85,EF1%,44.0251,49.8179,+5.7928
Q9NZQ7,L1,4333,85,EF5%,16.2091,18.3233,+2.1142
Q9NZQ7,L1,4333,85,AUROC,0.9411,0.9622,+0.0211
Q9P1W9,L1,1172,23,EF1%,38.2174,38.2174,+0.0000
Q9P1W9,L1,1172,23,EF5%,10.3640,12.9550,+2.5910
Q9P1W9,L1,1172,23,AUROC,0.8415,0.8763,+0.0348
Q9UQB9,L1,510,10,EF1%,34.0000,34.0000,+0.0000
Q9UQB9,L1,510,10,EF5%,11.7692,13.7308,+1.9615
Q9UQB9,L1,510,10,AUROC,0.8748,0.9620,+0.0872
Q9UQD0,L1,765,15,EF1%,0.0000,0.0000,+0.0000
Q9UQD0,L1,765,15,EF5%,0.0000,0.0000,+0.0000
Q9UQD0,L1,765,15,AUROC,0.5670,0.5487,-0.0184
Q9Y233,L1,2140,42,EF1%,50.9524,50.9524,+0.0000
Q9Y233,L1,2140,42,EF5%,18.5714,18.5714,+0.0000
Q9Y233,L1,2140,42,AUROC,0.9612,0.9378,-0.0234
Q9Y2K2,L1,1935,38,EF1%,7.6382,50.9211,+43.2829
Q9Y2K2,L1,1935,38,EF5%,6.8245,17.8486,+11.0241
Q9Y2K2,L1,1935,38,AUROC,0.9374,0.9718,+0.0343
Q9Y2R2,L1,611,12,EF1%,50.9167,50.9167,+0.0000
Q9Y2R2,L1,611,12,EF5%,18.0672,18.0672,+0.0000
Q9Y2R2,L1,611,12,AUROC,0.9487,0.9272,-0.0214
Q9Y463,L1,1224,24,EF1%,31.3846,43.1538,+11.7692
Q9Y463,L1,1224,24,EF5%,10.6935,13.9839,+3.2903
Q9Y463,L1,1224,24,AUROC,0.7812,0.9638,+0.1826
Q9Y5Y9,L1,2088,41,EF1%,2.4251,12.1254,+9.7003
Q9Y5Y9,L1,2088,41,EF5%,5.3352,12.1254,+6.7902
Q9Y5Y9,L1,2088,41,AUROC,0.8237,0.9395,+0.1157
Q9Y5Z0,L1,11569,227,EF1%,50.9648,50.9648,+0.0000
Q9Y5Z0,L1,11569,227,EF5%,19.9810,19.9810,+0.0000
Q9Y5Z0,L1,11569,227,AUROC,1.0000,1.0000,-0.0000
C7C422,L2,3720,72,EF1%,4.0789,13.5965,+9.5175
C7C422,L2,3720,72,EF5%,4.4444,7.7778,+3.3333
C7C422,L2,3720,72,AUROC,0.6209,0.8333,+0.2125
I6YFP0,L2,559,11,EF1%,50.8182,50.8182,+0.0000
I6YFP0,L2,559,11,EF5%,19.9643,19.9643,+0.0000
I6YFP0,L2,559,11,AUROC,1.0000,1.0000,+0.0000
O00141,L2,1733,34,EF1%,50.9706,50.9706,+0.0000
O00141,L2,1733,34,EF5%,16.9902,16.9902,+0.0000
O00141,L2,1733,34,AUROC,0.9836,0.9644,-0.0192
O00255,L2,20330,399,EF1%,16.2348,1.2488,-14.9860
O00255,L2,20330,399,EF5%,12.2246,1.3026,-10.9219
O00255,L2,20330,399,AUROC,0.9447,0.5095,-0.4352
O00329,L2,41723,819,EF1%,42.2907,48.0188,+5.7281
O00329,L2,41723,819,EF5%,16.2571,15.1342,-1.1229
O00329,L2,41723,819,AUROC,0.9648,0.9357,-0.0291
O00444,L2,1835,36,EF1%,8.0482,40.2412,+32.1930
O00444,L2,1835,36,EF5%,14.9592,18.2835,+3.3243
O00444,L2,1835,36,AUROC,0.8981,0.9651,+0.0671
O00763,L2,2345,46,EF1%,36.1096,50.9783,+14.8687
O00763,L2,2345,46,EF5%,7.7763,19.8729,+12.0965
O00763,L2,2345,46,AUROC,0.7022,0.9978,+0.2955
O14684,L2,6371,125,EF1%,0.0000,11.1493,+11.1493
O14684,L2,6371,125,EF5%,2.5564,9.1071,+6.5507
O14684,L2,6371,125,AUROC,0.7360,0.8785,+0.1425
O14733,L2,815,16,EF1%,22.6389,45.2778,+22.6389
O14733,L2,815,16,EF5%,17.3933,17.3933,+0.0000
O14733,L2,815,16,AUROC,0.9826,0.9905,+0.0079
O14744,L2,41468,814,EF1%,50.9435,50.2070,-0.7365
O14744,L2,41468,814,EF5%,15.5238,15.6466,+0.1228
O14744,L2,41468,814,AUROC,0.8887,0.9069,+0.0182
O14757,L2,9683,190,EF1%,50.4378,49.3870,-1.0508
O14757,L2,9683,190,EF5%,19.0192,17.9685,-1.0508
O14757,L2,9683,190,AUROC,0.9891,0.9815,-0.0076
O14842,L2,918,18,EF1%,40.8000,51.0000,+10.2000
O14842,L2,918,18,EF5%,17.7391,19.9565,+2.2174
O14842,L2,918,18,AUROC,0.9902,1.0000,+0.0098
O14965,L2,2597,51,EF1%,0.0000,0.0000,+0.0000
O14965,L2,2597,51,EF5%,0.3917,0.0000,-0.3917
O14965,L2,2597,51,AUROC,0.5819,0.4674,-0.1145
O14976,L2,1680,33,EF1%,0.0000,0.0000,+0.0000
O14976,L2,1680,33,EF5%,1.2121,1.2121,+0.0000
O14976,L2,1680,33,AUROC,0.4753,0.6365,+0.1612
O15151,L2,561,11,EF1%,17.0000,42.5000,+25.5000
O15151,L2,561,11,EF5%,5.2759,14.0690,+8.7931
O15151,L2,561,11,AUROC,0.8357,0.9769,+0.1412
O15379,L2,21046,413,EF1%,0.0000,49.9928,+49.9928
O15379,L2,21046,413,EF5%,0.0000,19.7447,+19.7447
O15379,L2,21046,413,AUROC,0.4343,0.9968,+0.5625
O43318,L2,765,15,EF1%,38.2500,25.5000,-12.7500
O43318,L2,765,15,EF5%,17.0000,14.3846,-2.6154
O43318,L2,765,15,AUROC,0.9656,0.9741,+0.0085
O43353,L2,15132,297,EF1%,42.2344,47.9327,+5.6983
O43353,L2,15132,297,EF5%,14.4032,14.2012,-0.2019
O43353,L2,15132,297,AUROC,0.9679,0.9676,-0.0002
O43497,L2,7896,155,EF1%,4.5138,0.0000,-4.5138
O43497,L2,7896,155,EF5%,4.3849,3.3531,-1.0317
O43497,L2,7896,155,AUROC,0.8019,0.8422,+0.0403
O43570,L2,12175,239,EF1%,46.7659,47.6010,+0.8351
O43570,L2,12175,239,EF5%,17.5660,16.6459,-0.9201
O43570,L2,12175,239,AUROC,0.9394,0.9234,-0.0160
O43613,L2,5042,99,EF1%,50.9293,49.9307,-0.9986
O43613,L2,5042,99,EF5%,19.7276,19.9289,+0.2013
O43613,L2,5042,99,AUROC,0.9956,0.9983,+0.0027
O43614,L2,7392,145,EF1%,44.7791,40.6457,-4.1335
O43614,L2,7392,145,EF5%,15.4316,17.0850,+1.6534
O43614,L2,7392,145,AUROC,0.9804,0.9804,-0.0000
O43924,L2,713,14,EF1%,19.0982,38.1964,+19.0982
O43924,L2,713,14,EF5%,18.3909,16.9762,-1.4147
O43924,L2,713,14,AUROC,0.9817,0.9834,+0.0017
O60341,L2,41115,807,EF1%,49.0931,48.9694,-0.1237
O60341,L2,41115,807,EF5%,17.0240,17.8665,+0.8425
O60341,L2,41115,807,AUROC,0.9733,0.9797,+0.0064
O60502,L2,15337,301,EF1%,50.9535,50.9535,+0.0000
O60502,L2,15337,301,EF5%,19.7968,19.6639,-0.1329
O60502,L2,15337,301,AUROC,0.9977,0.9953,-0.0025
O60674,L2,38669,759,EF1%,0.1316,36.3345,+36.2029
O60674,L2,38669,759,EF5%,0.3161,14.5940,+14.2779
O60674,L2,38669,759,AUROC,0.5581,0.9280,+0.3700
O60760,L2,1581,31,EF1%,51.0000,51.0000,+0.0000
O60760,L2,1581,31,EF5%,19.1250,17.8500,-1.2750
O60760,L2,1581,31,AUROC,0.9948,0.9913,-0.0035
O60885,L2,29355,576,EF1%,50.2702,49.5768,-0.6934
O60885,L2,29355,576,EF5%,18.4344,19.4064,+0.9721
O60885,L2,29355,576,AUROC,0.9798,0.9936,+0.0138
O75116,L2,15337,301,EF1%,37.7188,41.0275,+3.3087
O75116,L2,15337,301,EF5%,14.0172,17.6710,+3.6538
O75116,L2,15337,301,AUROC,0.8911,0.9727,+0.0815
O75173,L2,4228,83,EF1%,49.7551,49.7551,+0.0000
O75173,L2,4228,83,EF5%,19.9434,19.9434,+0.0000
O75173,L2,4228,83,AUROC,0.9998,0.9998,-0.0001
O75385,L2,20778,408,EF1%,34.5223,25.7081,-8.8142
O75385,L2,20778,408,EF5%,18.0865,17.4003,-0.6862
O75385,L2,20778,408,AUROC,0.9861,0.9795,-0.0066
O75417,L2,96122,1887,EF1%,0.5825,3.8125,+3.2300
O75417,L2,96122,1887,EF5%,1.2610,2.0982,+0.8372
O75417,L2,96122,1887,AUROC,0.5603,0.6944,+0.1341
O75460,L2,14163,278,EF1%,39.4652,45.5644,+6.0992
O75460,L2,14163,278,EF5%,13.7964,16.8862,+3.0898
O75460,L2,14163,278,AUROC,0.9582,0.9840,+0.0258
O75762,L2,12266,241,EF1%,5.7931,40.9653,+35.1722
O75762,L2,12266,241,EF5%,6.2999,13.8431,+7.5433
O75762,L2,12266,241,AUROC,0.8883,0.9317,+0.0434
O75874,L2,3059,60,EF1%,0.0000,0.0000,+0.0000
O75874,L2,3059,60,EF5%,0.0000,2.6658,+2.6658
O75874,L2,3059,60,AUROC,0.3622,0.7595,+0.3973
O75936,L2,1171,23,EF1%,38.1848,25.4565,-12.7283
O75936,L2,1171,23,EF5%,17.2587,13.8069,-3.4517
O75936,L2,1171,23,AUROC,0.9862,0.9276,-0.0586
O76074,L2,1427,28,EF1%,10.1929,6.7952,-3.3976
O76074,L2,1427,28,EF5%,4.9549,2.8313,-2.1235
O76074,L2,1427,28,AUROC,0.7756,0.6593,-0.1162
O76083,L2,8151,160,EF1%,50.9438,50.9438,+0.0000
O76083,L2,8151,160,EF5%,14.6089,17.4807,+2.8718
O76083,L2,8151,160,AUROC,0.9094,0.9754,+0.0660
O95271,L2,2804,55,EF1%,50.9818,38.6759,-12.3060
O95271,L2,2804,55,EF5%,19.8865,19.8865,+0.0000
O95271,L2,2804,55,AUROC,0.9993,0.9959,-0.0034
O95497,L2,6012,118,EF1%,33.4093,29.2331,-4.1762
O95497,L2,6012,118,EF5%,12.0179,11.0023,-1.0156
O95497,L2,6012,118,AUROC,0.9415,0.9265,-0.0150
O95819,L2,3364,66,EF1%,5.9964,0.0000,-5.9964
O95819,L2,3364,66,EF5%,8.1431,0.0000,-8.1431
O95819,L2,3364,66,AUROC,0.9148,0.6565,-0.2583
O96013,L2,1782,35,EF1%,8.4857,14.1429,+5.6571
O96013,L2,1782,35,EF5%,2.8286,2.8286,+0.0000
O96013,L2,1782,35,AUROC,0.5690,0.6742,+0.1052
O96017,L2,3312,65,EF1%,14.9864,4.4959,-10.4905
O96017,L2,3312,65,EF5%,12.2780,9.2085,-3.0695
O96017,L2,3312,65,AUROC,0.9517,0.9286,-0.0230
O96028,L2,3923,77,EF1%,22.9266,0.0000,-22.9266
O96028,L2,3923,77,EF5%,12.1551,1.0345,-11.1206
O96028,L2,3923,77,AUROC,0.9403,0.5255,-0.4147
P00338,L2,5148,101,EF1%,0.0000,0.0000,+0.0000
P00338,L2,5148,101,EF5%,0.0000,0.1976,+0.1976
P00338,L2,5148,101,AUROC,0.3427,0.6385,+0.2958
P00519,L2,14973,294,EF1%,5.0929,14.9390,+9.8462
P00519,L2,14973,294,EF5%,1.0879,9.7913,+8.7034
P00519,L2,14973,294,AUROC,0.4611,0.8980,+0.4370
P00533,L2,104283,2047,EF1%,13.2856,18.3165,+5.0309
P00533,L2,104283,2047,EF5%,5.0700,8.1374,+3.0674
P00533,L2,104283,2047,AUROC,0.6802,0.7931,+0.1129
P00734,L2,3669,72,EF1%,38.5631,44.0721,+5.5090
P00734,L2,3669,72,EF5%,18.5555,16.3399,-2.2156
P00734,L2,3669,72,AUROC,0.9775,0.9500,-0.0275
P00742,L2,3362,66,EF1%,46.4447,46.4447,+0.0000
P00742,L2,3362,66,EF5%,19.8935,18.0850,-1.8085
P00742,L2,3362,66,AUROC,0.9975,0.9709,-0.0266
P00746,L2,18546,364,EF1%,50.9505,50.9505,+0.0000
P00746,L2,18546,364,EF5%,18.3927,19.9300,+1.5373
P00746,L2,18546,364,AUROC,0.9935,0.9998,+0.0063
P00748,L2,1578,31,EF1%,0.0000,0.0000,+0.0000
P00748,L2,1578,31,EF5%,0.0000,1.2887,+1.2887
P00748,L2,1578,31,AUROC,0.6646,0.7176,+0.0530
P00751,L2,7433,141,EF1%,52.0134,52.0134,+0.0000
P00751,L2,7433,141,EF5%,19.9812,19.9812,+0.0000
P00751,L2,7433,141,AUROC,0.9996,0.9996,-0.0001
P00797,L2,1884,37,EF1%,50.9189,29.4794,-21.4395
P00797,L2,1884,37,EF5%,18.2236,16.0797,-2.1440
P00797,L2,1884,37,AUROC,0.9901,0.9739,-0.0161
P00915,L2,11360,223,EF1%,28.1520,48.7074,+20.5554
P00915,L2,11360,223,EF5%,17.4888,19.1928,+1.7040
P00915,L2,11360,223,AUROC,0.9591,0.9871,+0.0280
P00918,L2,17323,340,EF1%,45.9721,16.3977,-29.5744
P00918,L2,17323,340,EF5%,16.4544,10.2840,-6.1704
P00918,L2,17323,340,AUROC,0.9537,0.9129,-0.0408
P01116,L2,145493,3259,EF1%,43.7536,43.9071,+0.1534
P01116,L2,145493,3259,EF5%,12.4020,12.2977,-0.1043
P01116,L2,145493,3259,AUROC,0.9251,0.9066,-0.0184
P01375,L2,1071,21,EF1%,0.0000,18.5455,+18.5455
P01375,L2,1071,21,EF5%,0.0000,14.1667,+14.1667
P01375,L2,1071,21,AUROC,0.5332,0.9408,+0.4076
P02753,L2,1172,23,EF1%,50.9565,50.9565,+0.0000
P02753,L2,1172,23,EF5%,19.8644,19.8644,+0.0000
P02753,L2,1172,23,AUROC,1.0000,1.0000,+0.0000
P03372,L2,11108,218,EF1%,41.8552,12.7385,-29.1166
P03372,L2,11108,218,EF5%,17.1374,6.5067,-10.6307
P03372,L2,11108,218,AUROC,0.9747,0.8405,-0.1343
P03951,L2,5146,101,EF1%,48.9909,45.0716,-3.9193
P03951,L2,5146,101,EF5%,19.1558,19.1558,+0.0000
P03951,L2,5146,101,AUROC,0.9909,0.9927,+0.0018
P03952,L2,6621,130,EF1%,36.4877,50.9308,+14.4431
P03952,L2,6621,130,EF5%,15.1872,19.3291,+4.1420
P03952,L2,6621,130,AUROC,0.9598,0.9961,+0.0363
P04049,L2,33417,654,EF1%,13.8799,49.7236,+35.8437
P04049,L2,33417,654,EF5%,13.1487,17.2156,+4.0669
P04049,L2,33417,654,AUROC,0.8934,0.9102,+0.0168
P04150,L2,14570,286,EF1%,39.0804,30.3571,-8.7233
P04150,L2,14570,286,EF5%,16.1428,13.0680,-3.0748
P04150,L2,14570,286,AUROC,0.9763,0.9598,-0.0166
P04293,L2,18090,355,EF1%,8.1645,0.0000,-8.1645
P04293,L2,18090,355,EF5%,6.8694,0.0000,-6.8694
P04293,L2,18090,355,AUROC,0.8445,0.4889,-0.3556
P04585,L2,712,14,EF1%,19.0714,44.5000,+25.4286
P04585,L2,712,14,EF5%,15.5397,19.7778,+4.2381
P04585,L2,712,14,AUROC,0.9771,0.9989,+0.0217
P04626,L2,51136,1004,EF1%,30.8379,15.8169,-15.0210
P04626,L2,51136,1004,EF5%,18.0663,13.2261,-4.8403
P04626,L2,51136,1004,AUROC,0.9519,0.9331,-0.0188
P04629,L2,30457,598,EF1%,39.5762,36.5704,-3.0058
P04629,L2,30457,598,EF5%,15.8513,13.5773,-2.2740
P04629,L2,30457,598,AUROC,0.9393,0.9164,-0.0229
P04798,L2,1734,34,EF1%,0.0000,0.0000,+0.0000
P04798,L2,1734,34,EF5%,0.5862,0.0000,-0.5862
P04798,L2,1734,34,AUROC,0.6127,0.3378,-0.2749
P04818,L2,1326,26,EF1%,0.0000,10.9286,+10.9286
P04818,L2,1326,26,EF5%,0.7612,13.7015,+12.9403
P04818,L2,1326,26,AUROC,0.7891,0.9714,+0.1823
P05089,L2,663,13,EF1%,51.0000,51.0000,+0.0000
P05089,L2,663,13,EF5%,19.5000,19.5000,+0.0000
P05089,L2,663,13,AUROC,1.0000,1.0000,+0.0000
P05177,L2,1833,36,EF1%,0.0000,5.3596,+5.3596
P05177,L2,1833,36,EF5%,0.0000,2.7672,+2.7672
P05177,L2,1833,36,AUROC,0.3634,0.7201,+0.3567
P05981,L2,714,14,EF1%,31.8750,51.0000,+19.1250
P05981,L2,714,14,EF5%,19.8333,19.8333,+0.0000
P05981,L2,714,14,AUROC,0.9951,0.9994,+0.0043
P06239,L2,36427,715,EF1%,9.9102,3.3499,-6.5603
P06239,L2,36427,715,EF5%,4.9772,0.8668,-4.1104
P06239,L2,36427,715,AUROC,0.4187,0.5019,+0.0832
P06241,L2,2753,54,EF1%,9.1038,7.2831,-1.8208
P06241,L2,2753,54,EF5%,9.9746,8.8663,-1.1083
P06241,L2,2753,54,AUROC,0.9102,0.9112,+0.0010
P06276,L2,7078,139,EF1%,48.0521,49.4865,+1.4344
P06276,L2,7078,139,EF5%,16.8298,16.3982,-0.4315
P06276,L2,7078,139,AUROC,0.9454,0.9523,+0.0069
P06401,L2,1018,20,EF1%,18.5091,23.1364,+4.6273
P06401,L2,1018,20,EF5%,4.9902,4.9902,+0.0000
P06401,L2,1018,20,AUROC,0.7901,0.5353,-0.2548
P06493,L2,9483,186,EF1%,25.7603,23.6136,-2.1467
P06493,L2,9483,186,EF5%,9.0161,9.2308,+0.2147
P06493,L2,9483,186,AUROC,0.8863,0.7365,-0.1498
P06730,L2,1171,23,EF1%,0.0000,0.0000,+0.0000
P06730,L2,1171,23,EF5%,0.0000,0.0000,+0.0000
P06730,L2,1171,23,AUROC,0.4319,0.1257,-0.3062
P06935,L2,4587,90,EF1%,0.0000,0.0000,+0.0000
P06935,L2,4587,90,EF5%,0.0000,0.0000,+0.0000
P06935,L2,4587,90,AUROC,0.3682,0.7080,+0.3398
P07333,L2,39376,773,EF1%,34.9076,42.5355,+7.6280
P07333,L2,39376,773,EF5%,14.0736,15.1602,+1.0866
P07333,L2,39376,773,AUROC,0.9162,0.9308,+0.0146
P07711,L2,5750,113,EF1%,21.9332,14.0372,-7.8959
P07711,L2,5750,113,EF5%,17.1383,4.4171,-12.7212
P07711,L2,5750,113,AUROC,0.9673,0.7037,-0.2636
P07858,L2,1477,29,EF1%,27.1632,16.9770,-10.1862
P07858,L2,1477,29,EF5%,18.5829,15.1417,-3.4413
P07858,L2,1477,29,AUROC,0.9815,0.9731,-0.0085
P07900,L2,1783,35,EF1%,45.2825,50.9429,+5.6603
P07900,L2,1783,35,EF5%,18.1130,17.5470,-0.5660
P07900,L2,1783,35,AUROC,0.9799,0.9554,-0.0245
P07948,L2,510,10,EF1%,17.0000,25.5000,+8.5000
P07948,L2,510,10,EF5%,5.8846,7.8462,+1.9615
P07948,L2,510,10,AUROC,0.7610,0.8270,+0.0660
P07949,L2,13407,263,EF1%,50.5996,50.9772,+0.3776
P07949,L2,13407,263,EF5%,18.2333,18.7651,+0.5318
P07949,L2,13407,263,AUROC,0.9666,0.9875,+0.0209
P08069,L2,18295,359,EF1%,8.9112,32.8601,+23.9489
P08069,L2,18295,359,EF5%,8.2986,12.9213,+4.6227
P08069,L2,18295,359,AUROC,0.9241,0.9146,-0.0095
P08172,L2,2446,48,EF1%,20.3833,24.4600,+4.0767
P08172,L2,2446,48,EF5%,9.1145,8.2859,-0.8286
P08172,L2,2446,48,AUROC,0.7414,0.7967,+0.0553
P08173,L2,3974,78,EF1%,3.8212,14.0109,+10.1897
P08173,L2,3974,78,EF5%,4.0964,4.0964,+0.0000
P08173,L2,3974,78,AUROC,0.8394,0.6624,-0.1770
P08183,L2,1326,26,EF1%,51.0000,51.0000,+0.0000
P08183,L2,1326,26,EF5%,15.9851,16.7463,+0.7612
P08183,L2,1326,26,AUROC,0.9443,0.9465,+0.0023
P08238,L2,2495,49,EF1%,44.8082,50.9184,+6.1102
P08238,L2,2495,49,EF5%,19.1453,19.1453,+0.0000
P08238,L2,2495,49,AUROC,0.9733,0.9721,-0.0013
P08246,L2,509,10,EF1%,50.9000,50.9000,+0.0000
P08246,L2,509,10,EF5%,17.6192,17.6192,+0.0000
P08246,L2,509,10,AUROC,0.9517,0.9699,+0.0182
P08253,L2,1274,25,EF1%,50.9600,43.1200,-7.8400
P08253,L2,1274,25,EF5%,15.9250,15.9250,+0.0000
P08253,L2,1274,25,AUROC,0.8530,0.9333,+0.0803
P08254,L2,816,16,EF1%,45.3333,39.6667,-5.6667
P08254,L2,816,16,EF5%,18.6585,17.4146,-1.2439
P08254,L2,816,16,AUROC,0.9951,0.9872,-0.0079
P08581,L2,42337,831,EF1%,13.9383,38.5708,+24.6324
P08581,L2,42337,831,EF5%,10.6370,14.8967,+4.2596
P08581,L2,42337,831,AUROC,0.9185,0.9509,+0.0324
P08684,L2,1376,27,EF1%,0.0000,0.0000,+0.0000
P08684,L2,1376,27,EF5%,1.4772,1.4772,+0.0000
P08684,L2,1376,27,AUROC,0.5978,0.5202,-0.0776
P08908,L2,10550,207,EF1%,45.1964,45.1964,+0.0000
P08908,L2,10550,207,EF5%,19.8845,19.8845,+0.0000
P08908,L2,10550,207,AUROC,0.9980,0.9979,-0.0000
P08912,L2,1325,26,EF1%,40.0412,18.2005,-21.8407
P08912,L2,1325,26,EF5%,12.9305,7.6062,-5.3243
P08912,L2,1325,26,AUROC,0.8090,0.7833,-0.0257
P08922,L2,2598,51,EF1%,37.2262,33.3077,-3.9186
P08922,L2,2598,51,EF5%,19.2009,15.2824,-3.9186
P08922,L2,2598,51,AUROC,0.9734,0.9384,-0.0350
P09237,L2,1070,21,EF1%,9.2641,9.2641,+0.0000
P09237,L2,1070,21,EF5%,2.8307,10.3792,+7.5485
P09237,L2,1070,21,AUROC,0.7275,0.9229,+0.1954
P09238,L2,866,17,EF1%,39.6209,45.2810,+5.6601
P09238,L2,866,17,EF5%,16.2086,12.7353,-3.4733
P09238,L2,866,17,AUROC,0.8866,0.8561,-0.0306
P09382,L2,25723,505,EF1%,50.3443,49.1598,-1.1846
P09382,L2,25723,505,EF5%,19.9868,19.9868,+0.0000
P09382,L2,25723,505,AUROC,0.9997,0.9996,-0.0001
P09874,L2,46976,922,EF1%,43.1450,43.2534,+0.1084
P09874,L2,46976,922,EF5%,18.0679,17.9594,-0.1085
P09874,L2,46976,922,AUROC,0.9819,0.9741,-0.0078
P09917,L2,712,14,EF1%,6.3571,6.3571,+0.0000
P09917,L2,712,14,EF5%,5.6508,5.6508,+0.0000
P09917,L2,712,14,AUROC,0.8686,0.7535,-0.1151
P09960,L2,764,15,EF1%,6.3667,6.3667,+0.0000
P09960,L2,764,15,EF5%,2.6120,5.2239,+2.6120
P09960,L2,764,15,AUROC,0.7344,0.6439,-0.0905
P0A017,L2,1019,20,EF1%,50.9500,50.9500,+0.0000
P0A017,L2,1019,20,EF5%,19.9804,19.9804,+0.0000
P0A017,L2,1019,20,AUROC,0.9999,1.0000,+0.0001
P0A0K8,L2,1326,26,EF1%,0.0000,0.0000,+0.0000
P0A0K8,L2,1326,26,EF5%,0.0000,0.0000,+0.0000
P0A0K8,L2,1326,26,AUROC,0.2791,0.2696,-0.0095
P0A725,L2,1120,22,EF1%,21.2121,16.9697,-4.2424
P0A725,L2,1120,22,EF5%,5.4545,7.2727,+1.8182
P0A725,L2,1120,22,AUROC,0.7969,0.8872,+0.0903
P0AES6,L2,1274,25,EF1%,0.0000,0.0000,+0.0000
P0AES6,L2,1274,25,EF5%,0.0000,0.0000,+0.0000
P0AES6,L2,1274,25,AUROC,0.3607,0.1662,-0.1944
P0DMS8,L2,2549,50,EF1%,49.0192,49.0192,+0.0000
P0DMS8,L2,2549,50,EF5%,13.1433,13.9398,+0.7966
P0DMS8,L2,2549,50,AUROC,0.8116,0.9414,+0.1298
